mine_x;mine_y
6.92011;1.84208
2.95769;2.12951
5.61948;0.852511
6.97382;0.71036
1.41559;1.03304
0.440957;0.493742
2.08432;5.01995
4.92812;4.73558
5.68938;0.573124
3.07643;5.36703
3.14767;3.84985
4.95928;5.75676
5.76834;5.41714
4.83207;4.70538
5.42524;3.60673
6.40404;3.07839
0.005409;1.56258
2.90627;2.70679
6.64325;1.77892
1.59941;1.20312
4.01074;2.3496
2.45731;5.68959
3.3459;2.15493
0.404635;1.13271
0.962599;4.25186
0.237685;3.09212
1.33501;3.37289
3.26792;5.57639
5.03804;0.316225
1.30787;4.88297
0.424574;2.61315
2.10225;0.1297
4.49156;0.813785
1.75632;2.28066
0.231391;3.2018
2.83246;4.03886
1.70358;2.33558
4.89052;3.11649
6.06454;2.65157
3.19248;3.88618
0.522729;2.22547
3.67387;5.8103
