mine_x;mine_y
6.41097;5.42314
5.90222;3.02604
6.20077;3.63676
3.40096;4.96101
4.73792;0.39263
0.506626;5.20936
6.19468;1.66084
0.626611;0.693409
5.54405;5.86232
2.91236;1.23034
5.68422;0.076829
5.22281;5.35912
3.20486;5.2285
3.6147;0.012054
6.3063;3.613
4.17289;3.24662
3.02978;3.1915
4.73044;0.147495
4.49851;5.94935
3.92322;5.47191
0.089721;5.80379
2.11569;2.5659
3.3027;5.1018
4.3831;5.15431
6.68056;3.6019
0.600777;5.80493
2.75357;4.35259
0.777925;5.78884
0.986556;2.47081
5.18763;3.39047
4.96059;2.65806
1.74437;1.05313
1.97262;0.802812
6.54741;4.71372
2.69565;5.27557
4.5662;5.71458
6.11666;1.67689
1.63029;3.05296
4.00806;5.77686
6.65909;2.34237
3.63845;4.62075
3.5808;5.19902
