mine_x;mine_y
1.80553;4.75987
2.90339;4.43408
2.67651;1.79486
2.50054;1.02877
1.752;0.740862
3.4595;3.78624
2.00222;4.63588
4.02796;2.59817
0.854002;0.425188
2.68016;2.41509
4.02485;5.93019
4.52348;4.81956
3.63504;0.627473
6.03039;5.06353
6.80065;5.10388
2.96623;4.38251
3.09543;4.78914
6.06782;0.529618
4.23142;3.42313
5.17512;5.66532
4.75297;0.626498
1.24466;0.152797
0.887319;2.89546
0.032966;5.96786
5.55673;4.21678
2.80936;3.51536
5.63143;0.041064
0.348706;1.60131
2.84296;1.33235
3.18452;2.99516
5.46644;4.38546
4.33477;5.14165
2.51262;2.5195
3.45668;3.93177
5.12661;3.05088
4.42149;1.58406
6.30928;5.2747
1.21282;5.86071
1.2683;5.2132
0.93149;4.39878
4.6355;1.22752
3.56487;1.06632
